,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Data Emissão,Série/Modelo,Documentos,Tributado,Isento,Subs. Trib.,Total,Desconto,Bruto,Liquida,Prod. Mono.
25/03/2023,1 / 65,De 70749 Até 70802,"1552,5",0,0,"1549,5",3,"1554,5","1549,5",0
,"Dinheiro 16, 00 - Cartao de Debito 924, 00 - Cartao de Credito 609, 50",,,,,,,,,
27/03/2023,1 / 65,De 70803 Até 70829,"931,6",0,0,"921,6",10,"926,5","921,6",0
,"Dinheiro 66, 00 - Cartao de Debito 316, 10 - Cartao de Credito 539, 50",,,,,,,,,
28/03/2023,1 / 65,De 70830 Até 70875,"1126,1",0,0,"1111,6","14,5","1140,6","1111,6",0
,"Dinheiro 52, 00 - Cartao de Debito 530, 30 - Cartao de Credito 433, 90 - Pagamento Instantâneo (PIX) 95, 40",,,,,,,,,
29/03/2023,1 / 65,De 70876 Até 70921,"1037,2",0,0,"1028,2",9,"1044,2","1028,2",0
,"Dinheiro 62, 00 - Cartao de Debito 594, 70 - Cartao de Credito 371, 50",,,,,,,,,
30/03/2023,1 / 65,De 70922 Até 70960,"933,7",0,0,"926,7",7,"939,7","926,7",0
,"Dinheiro 40, 00 - Cartao de Debito 485, 70 - Cartao de Credito 401, 00",,,,,,,,,
31/03/2023,1 / 65,De 70961 Até 71008,"1024,3",0,0,"1011,6","12,7",1037,"1011,6",0
,"Dinheiro 74, 00 - Cartao de Debito 593, 10 - Cartao de Credito 344, 50",,,,,,,,,
01/04/2023,1 / 65,De 71009 Até 71050,"1309,7",0,0,"1288,6","21,1","1330,8","1288,6",0
,"Cartao de Debito 796, 10 - Cartao de Credito 492, 50",,,,,,,,,
03/04/2023,1 / 65,De 71051 Até 71089,"1290,9",0,0,"1280,9",10,"1296,9","1280,9",0
,"Dinheiro 157, 00 - Cartao de Debito 711, 00 - Cartao de Credito 412, 90",,,,,,,,,
04/04/2023,1 / 65,De 71090 Até 71119,"1111,8",0,0,"1107,8",4,"1110,8","1107,8",0
,"Dinheiro 45, 00 - Cartao de Debito 713, 50 - Cartao de Credito 349, 30",,,,,,,,,
05/04/2023,1 / 65,De 71120 Até 71147,"928,4",0,0,"924,4",4,"926,4","924,4",0
,"Dinheiro 14, 00 - Cartao de Debito 669, 40 - Cartao de Credito 241, 00",,,,,,,,,
06/04/2023,1 / 65,De 71148 Até 71183,"1349,7",0,0,"1345,3","4,4","1349,1","1345,3",0
,"Dinheiro 126, 00 - Cartao de Debito 504, 00 - Cartao de Credito 715, 30",,,,,,,,,
08/04/2023,1 / 65,De 71184 Até 71211,"1193,7",0,0,"1189,7",4,"1188,7","1189,7",0
